id,name,price,image
3393000634422183481,Bianchi Collezione Nero Crema Aroma 250 g кафе на зърна,6.12,https://bianchi.bg/image/cache/catalog/New%20images%202023/Coffee%20beans/bianchi-nero-crema-aroma-kafe-na-zarna-250g-365x365.jpg
580798900611123549,DABOV Specialty Coffee - Ямайка Блу Маунтин 40гр,17.9,https://kafemania.bg/image/cache/data/Dabov/jamaica-260x260.jpg
